Time [ms], Elem0, Elem1, Elem2, Elem3, Elem4, Elem5, Elem6, Elem7, Elem8, Elem9, Elem10, Elem11
20231012170329700 ,0.243682,-0.0507055,-0.0243925,-0.01222,-0.074746,0.251462,0.0280375,0.239421,0.0585236,-0.017469,-0.08136,5
20231012170329700 ,0.22425,-0.0507055,-0.0243925,-0.01222,-0.074746,0.243647,0.022697,0.239421,0.0572068,-0.026207,-0.08706,3
20231012170329800 ,0.202874,-0.0513556,-0.0243925,-0.011204,-0.074746,0.233598,0.0133512,0.241201,0.0539151,-0.03009,-0.09086,2
20231012170329800 ,0.183442,-0.0520056,-0.023675,-0.010188,-0.074746,0.225782,0.0106809,0.242091,0.0460148,-0.035915,-0.09276,4
20231012170329800 ,0.154293,-0.0520056,-0.023675,-0.009171,-0.074746,0.215734,0.00934583,0.229631,0.0321893,-0.060186,-0.08326,5
20231012170329800 ,0.154293,-0.0520056,-0.023675,-0.009171,-0.074746,0.215734,0.00934583,0.229631,0.0321893,-0.060186,-0.08326,5
20231012170329800 ,0.129031,-0.0520056,-0.0229576,-0.007139,-0.074746,0.207918,0.0106809,0.21806,0.0190222,-0.07572,-0.08706,5
20231012170329900 ,0.109598,-0.0520056,-0.0215228,-0.006122,-0.074746,0.201219,0.0120161,0.21183,0.0078301,-0.095136,-0.08896,5
20231012170329900 ,0.097612,-0.0526557,-0.0208053,-0.005106,-0.076615,0.19117,0.0120161,0.20916,-0.001387,-0.114553,-0.09276,5
20231012170329900 ,0.092696,-0.0533058,-0.0208053,-0.005106,-0.078484,0.183355,0.0120161,0.20738,-0.008629,-0.124262,-0.102254,4
20231012170329900 ,0.089185,-0.0533058,-0.0208053,-0.00409,-0.078484,0.177772,0.0120161,0.199369,-0.015212,-0.126203,-0.100355,3
20231012170330000 ,0.087078,-0.0539558,-0.0222402,-0.003074,-0.078484,0.173306,0.00801071,0.194029,-0.020479,-0.127174,-0.117453,2
20231012170330000 ,0.086376,-0.0539558,-0.0222402,-0.002057,-0.076615,0.171073,0.00667559,0.191359,-0.024429,-0.127174,-0.100355,2
20231012170330000 ,0.084971,-0.055256,-0.0222402,-0.003074,-0.076615,0.169957,-0.00400535,0.190469,-0.026404,-0.116495,-0.115553,2
20231012170330000 ,0.084269,-0.0546059,-0.0215228,-0.001041,-0.074746,0.164374,-0.00934583,0.189579,-0.027721,-0.11067,-0.115553,2
20231012170330100 ,0.082162,-0.0546059,-0.0215228,-2.50E-05,-0.074746,0.161025,-0.0106809,0.186909,-0.029038,-0.107757,-0.123152,2
20231012170330100 ,0.079353,-0.0546059,-0.0229576,-2.50E-05,-0.074746,0.157675,-0.00934583,0.185129,-0.029696,-0.106787,-0.132652,1
20231012170330100 ,0.079353,-0.0546059,-0.0229576,-2.50E-05,-0.074746,0.157675,-0.00934583,0.185129,-0.029696,-0.106787,-0.132652,1
20231012170330200 ,0.077246,-0.055256,-0.023675,-2.50E-05,-0.074746,0.152092,-0.0106809,0.188689,-0.029696,-0.104845,-0.136451,2
20231012170330200 ,0.073735,-0.055256,-0.023675,0.000992,-0.074746,0.148743,-0.00534047,0.190469,-0.030355,-0.101932,-0.128852,1
20231012170330200 ,0.068819,-0.055256,-0.0222402,0.002008,-0.074746,0.14651,-0.0106809,0.191359,-0.031671,-0.099991,-0.113653,1
20231012170330200 ,0.065308,-0.055256,-0.0208053,0.003024,-0.074746,0.144277,-0.00667559,0.192249,-0.03233,-0.09902,-0.115553,1
20231012170330300 ,0.063201,-0.055256,-0.0200879,0.004041,-0.074746,0.14316,-0.00400535,0.191359,-0.03233,-0.09902,-0.115553,1
20231012170330300 ,0.058988,-0.0559061,-0.0208053,0.004041,-0.074746,0.142044,-0.00133512,0.192249,-0.032988,-0.096107,-0.115553,-1
20231012170330300 ,0.054775,-0.0559061,-0.0215228,0.005057,-0.074746,0.139811,0.00400535,0.194919,-0.032988,-0.094166,-0.113653,-2
20231012170330300 ,0.051263,-0.0559061,-0.0215228,0.005057,-0.074746,0.138694,0.00667559,0.195809,-0.032988,-0.093195,-0.113653,1
20231012170330400 ,0.049157,-0.0559061,-0.0200879,0.006073,-0.074746,0.134228,0.00801071,0.197589,-0.032988,-0.089311,-0.117453,3
20231012170330400 ,0.04705,-0.0559061,-0.0208053,0.005057,-0.074746,0.131995,-0.00667559,0.196699,-0.032988,-0.088341,-0.119353,5
20231012170330400 ,0.04073,-0.0565561,-0.0222402,0.005057,-0.074746,0.127529,-0.0146863,0.195809,-0.03233,-0.08737,-0.125052,5
20231012170330400 ,0.04073,-0.0565561,-0.0222402,0.005057,-0.074746,0.127529,-0.0146863,0.195809,-0.03233,-0.08737,-0.125052,5
20231012170330400 ,0.036516,-0.0565561,-0.0229576,0.005057,-0.074746,0.125296,-0.0186917,0.195809,-0.031671,-0.089311,-0.126952,3
20231012170330500 ,0.030898,-0.0565561,-0.0229576,0.006073,-0.074746,0.123063,-0.022697,0.201149,-0.031013,-0.090282,-0.121253,2
20231012170330500 ,0.027387,-0.0565561,-0.0229576,0.006073,-0.074746,0.12083,-0.0133512,0.20827,-0.030355,-0.089311,-0.111753,2
20231012170330500 ,0.023173,-0.0565561,-0.0229576,0.006073,-0.074746,0.1185,-0.0200268,0.21183,-0.030355,-0.088341,-0.106054,2
20231012170330500 ,0.020364,-0.0572062,-0.0222402,0.006073,-0.076615,0.115006,-0.0160214,0.21183,-0.029696,-0.084457,-0.102254,2
20231012170330600 ,0.01896,-0.0572062,-0.0215228,0.006073,-0.076615,0.112677,-0.0133512,0.21183,-0.029696,-0.081545,-0.102254,3
20231012170330600 ,0.015449,-0.0572062,-0.0208053,0.00709,-0.076615,0.111512,-0.0120161,0.21183,-0.029696,-0.080574,-0.107954,4
20231012170330600 ,0.013342,-0.0572062,-0.0208053,0.008106,-0.074746,0.110347,-0.0133512,0.21539,-0.029696,-0.079603,-0.111753,5
20231012170330600 ,0.01264,-0.0572062,-0.0208053,0.008106,-0.074746,0.110347,-0.0146863,0.21717,-0.025088,-0.07669,-0.113653,6
20231012170330600 ,0.01264,-0.0572062,-0.0208053,0.008106,-0.074746,0.110347,-0.0146863,0.21717,-0.025088,-0.07669,-0.113653,6
20231012170330600 ,0.011937,-0.0572062,-0.0193705,0.009122,-0.074746,0.110347,-0.0160214,0.21806,-0.023113,-0.07572,-0.115553,5
20231012170330600 ,0.011937,-0.0565561,-0.0186531,0.009122,-0.074746,0.110347,-0.0160214,0.21717,-0.027063,-0.074749,-0.117453,4
20231012170330600 ,0.011235,-0.0559061,-0.0179356,0.009122,-0.074746,0.108017,-0.0200268,0.21717,-0.029038,-0.073778,-0.123152,4
20231012170330700 ,0.010533,-0.0565561,-0.0179356,0.009122,-0.076615,0.106853,-0.022697,0.21717,-0.031013,-0.073778,-0.123152,4
20231012170330700 ,0.009129,-0.0578563,-0.0200879,0.010138,-0.076615,0.104523,-0.0240321,0.21361,-0.031013,-0.072807,-0.123152,4
20231012170330700 ,0.004213,-0.0578563,-0.0186531,0.012171,-0.076615,0.101029,-0.022697,0.21183,-0.031013,-0.072807,-0.117453,3
20231012170330700 ,0.001404,-0.0578563,-0.0186531,0.011155,-0.076615,0.099864,-0.0213619,0.2145,-0.031013,-0.068924,-0.107954,3
20231012170330800 ,-0.001405,-0.0578563,-0.0186531,0.011155,-0.076615,0.098699,-0.0200268,0.22251,-0.027721,-0.066982,-0.104154,2
20231012170330800 ,-0.00281,-0.0585063,-0.0193705,0.011155,-0.074746,0.097534,-0.0200268,0.2234,-0.029038,-0.067953,-0.100355,2
20231012170330800 ,-0.004916,-0.0585063,-0.0193705,0.011155,-0.074746,0.09637,-0.0213619,0.22429,-0.027721,-0.069895,-0.119353,2
20231012170330800 ,-0.006321,-0.0585063,-0.0193705,0.011155,-0.074746,0.09637,-0.0213619,0.22429,-0.027063,-0.070865,-0.121253,2
20231012170330900 ,-0.00913,-0.0585063,-0.0208053,0.011155,-0.074746,0.09404,-0.0213619,0.226961,-0.027063,-0.070865,-0.123152,2
20231012170330900 ,-0.011939,-0.0598065,-0.0215228,0.012171,-0.074746,0.092875,-0.0213619,0.231411,-0.026404,-0.067953,-0.119353,4
20231012170330900 ,-0.011939,-0.0598065,-0.0215228,0.012171,-0.074746,0.092875,-0.0213619,0.231411,-0.026404,-0.067953,-0.119353,4
20231012170330900 ,-0.014046,-0.0598065,-0.0222402,0.012171,-0.074746,0.09171,-0.0173565,0.234971,-0.026404,-0.066982,-0.117453,5
20231012170330900 ,-0.01545,-0.0598065,-0.0222402,0.012171,-0.076615,0.090546,-0.0146863,0.236751,-0.027063,-0.068924,-0.119353,4
20231012170331000 ,-0.018259,-0.0598065,-0.0208053,0.011155,-0.076615,0.088216,-0.0133512,0.237641,-0.028379,-0.069895,-0.119353,3
20231012170331000 ,-0.02177,-0.0604566,-0.0208053,0.011155,-0.076615,0.085886,-0.0213619,0.232301,-0.029696,-0.070865,-0.125052,3
20231012170331000 ,-0.024579,-0.0604566,-0.0200879,0.013187,-0.076615,0.084722,-0.0280375,0.229631,-0.030355,-0.062128,-0.111753,3
20231012170331000 ,-0.027388,-0.0604566,-0.0200879,0.014204,-0.076615,0.082392,-0.0320428,0.229631,-0.025088,-0.056303,-0.109854,2
20231012170331100 ,-0.032304,-0.0611066,-0.0200879,0.014204,-0.076615,0.078898,-0.0280375,0.234081,-0.022454,-0.05339,-0.104154,3
20231012170331100 ,-0.037922,-0.0591564,-0.0200879,0.014204,-0.076615,0.074239,-0.0253672,0.235861,-0.022454,-0.054361,-0.106054,2
20231012170331100 ,-0.042838,-0.0578563,-0.0200879,0.014204,-0.076615,0.071909,-0.0253672,0.243871,-0.022454,-0.055332,-0.09845,1
20231012170331100 ,-0.049158,-0.0572062,-0.0200879,0.01522,-0.076615,0.070744,-0.0347131,0.249212,-0.022454,-0.055332,-0.09466,1
20231012170331200 ,-0.056883,-0.0559061,-0.0193705,0.016236,-0.076615,0.069579,-0.0373833,0.252772,-0.021138,-0.056303,-0.08896,1
20231012170331200 ,-0.056883,-0.0559061,-0.0193705,0.016236,-0.076615,0.069579,-0.0373833,0.252772,-0.021138,-0.056303,-0.08896,1
20231012170331200 ,-0.061096,-0.0572062,-0.0193705,0.018269,-0.076615,0.068415,-0.0387184,0.255442,-0.019162,-0.056303,-0.08136,4
20231012170331300 ,-0.063203,-0.0578563,-0.0193705,0.019285,-0.076615,0.066085,-0.0400536,0.256332,-0.016529,-0.056303,-0.08136,5
20231012170331300 ,-0.069523,-0.0585063,-0.0208053,0.020302,-0.076615,0.06492,-0.0480643,0.251882,-0.016529,-0.058244,-0.09086,4
20231012170331300 ,-0.074439,-0.0585063,-0.0215228,0.021318,-0.076615,0.063756,-0.0534047,0.250102,-0.017187,-0.062128,-0.104154,3
20231012170331300 ,-0.077248,-0.0578563,-0.0193705,0.022334,-0.076615,0.061426,-0.056075,0.252772,-0.019162,-0.061157,-0.113653,2
20231012170331400 ,-0.078652,-0.0578563,-0.0186531,0.022334,-0.076615,0.060261,-0.0574101,0.253662,-0.021138,-0.063099,-0.119353,1
20231012170331400 ,-0.078652,-0.0572062,-0.0179356,0.023351,-0.076615,0.061426,-0.0600803,0.254552,-0.021796,-0.060186,-0.107954,1
20231012170331400 ,-0.07795,-0.0565561,-0.0186531,0.020302,-0.076615,0.061426,-0.0640857,0.253662,-0.022454,-0.062128,-0.102254,2
20231012170331400 ,-0.077248,-0.0559061,-0.0186531,0.019285,-0.076615,0.060261,-0.068091,0.254552,-0.023771,-0.057274,-0.09845,3
20231012170331500 ,-0.07795,-0.0565561,-0.0186531,0.018269,-0.076615,0.056767,-0.0801071,0.250102,-0.025088,-0.060186,-0.102254,3
20231012170331500 ,-0.07795,-0.0572062,-0.0186531,0.019285,-0.078484,0.055602,-0.0841125,0.252772,-0.026404,-0.057274,-0.104154,1
20231012170331500 ,-0.07795,-0.0572062,-0.0186531,0.019285,-0.078484,0.055602,-0.0841125,0.252772,-0.026404,-0.057274,-0.104154,1
20231012170331500 ,-0.07795,-0.0578563,-0.0186531,0.020302,-0.076615,0.054437,-0.0881178,0.249212,-0.027063,-0.056303,-0.09466,0
20231012170331500 ,-0.07795,-0.0572062,-0.0179356,0.021318,-0.074746,0.053273,-0.0881178,0.252772,-0.027063,-0.055332,-0.08896,-1
20231012170331600 ,-0.07795,-0.0565561,-0.0172182,0.020302,-0.074746,0.053273,-0.0867827,0.251882,-0.025746,-0.055332,-0.100355,0
20231012170331600 ,-0.07795,-0.0572062,-0.0179356,0.020302,-0.074746,0.049778,-0.0867827,0.256332,-0.023113,-0.049507,-0.106054,3
20231012170331600 ,-0.078652,-0.0578563,-0.0186531,0.020302,-0.074746,0.047449,-0.0867827,0.259002,-0.021796,-0.046594,-0.104154,4
20231012170331600 ,-0.078652,-0.0578563,-0.0186531,0.021318,-0.076615,0.048613,-0.0841125,0.261672,-0.020479,-0.048536,-0.102254,5
20231012170331700 ,-0.078652,-0.0585063,-0.0193705,0.021318,-0.078484,0.049778,-0.078772,0.263452,-0.019821,-0.050478,-0.102254,4
20231012170331700 ,-0.078652,-0.0591564,-0.0193705,0.021318,-0.078484,0.047449,-0.0761017,0.266122,-0.019162,-0.051449,-0.102254,2
20231012170331700 ,-0.078652,-0.0585063,-0.0193705,0.022334,-0.076615,0.045119,-0.0747666,0.264342,-0.020479,-0.049507,-0.106054,2
20231012170331700 ,-0.078652,-0.0585063,-0.0193705,0.022334,-0.076615,0.045119,-0.0747666,0.264342,-0.020479,-0.049507,-0.106054,2
20231012170331800 ,-0.07795,-0.0572062,-0.0186531,0.023351,-0.074746,0.043954,-0.078772,0.262562,-0.020479,-0.048536,-0.107954,2
20231012170331800 ,-0.078652,-0.0565561,-0.0186531,0.024367,-0.074746,0.042789,-0.0867827,0.260782,-0.020479,-0.047565,-0.106054,3
20231012170331800 ,-0.078652,-0.0559061,-0.0179356,0.024367,-0.074746,0.042789,-0.0894529,0.260782,-0.020479,-0.051449,-0.106054,2
20231012170331900 ,-0.078652,-0.0559061,-0.0186531,0.024367,-0.076615,0.039295,-0.090788,0.264342,-0.019821,-0.048536,-0.09845,3
20231012170331900 ,-0.07795,-0.055256,-0.0186531,0.024367,-0.074746,0.036966,-0.0921232,0.266122,-0.016529,-0.052419,-0.102254,1
20231012170331900 ,-0.07795,-0.0546059,-0.0186531,0.024367,-0.074746,0.035801,-0.090788,0.267012,-0.014554,-0.049507,-0.100355,2
20231012170331900 ,-0.07795,-0.0546059,-0.0186531,0.024367,-0.074746,0.033471,-0.0921232,0.270573,-0.015871,-0.048536,-0.100355,2
20231012170332000 ,-0.07795,-0.0546059,-0.0172182,0.024367,-0.074746,0.032306,-0.0881178,0.275913,-0.016529,-0.044653,-0.08706,3
20231012170332000 ,-0.07795,-0.0546059,-0.0165008,0.024367,-0.074746,0.031142,-0.090788,0.278583,-0.015212,-0.042711,-0.08136,4
20231012170332000 ,-0.07795,-0.0546059,-0.0165008,0.024367,-0.074746,0.031142,-0.090788,0.276803,-0.014554,-0.044653,-0.08706,5
20231012170332000 ,-0.07795,-0.0546059,-0.0179356,0.024367,-0.074746,0.028812,-0.090788,0.275913,-0.015871,-0.045623,-0.09086,4
20231012170332000 ,-0.07795,-0.0546059,-0.0179356,0.024367,-0.074746,0.028812,-0.090788,0.275913,-0.015871,-0.045623,-0.09086,4
20231012170332100 ,-0.078652,-0.0546059,-0.0186531,0.025383,-0.074746,0.027647,-0.090788,0.275023,-0.016529,-0.046594,-0.09276,4
20231012170332100 ,-0.078652,-0.0546059,-0.0193705,0.025383,-0.074746,0.026483,-0.0867827,0.283923,-0.014554,-0.050478,-0.09655,3
20231012170332100 ,-0.078652,-0.0546059,-0.0186531,0.025383,-0.074746,0.026483,-0.0854476,0.283033,-0.013237,-0.052419,-0.09845,4
20231012170332100 ,-0.078652,-0.0546059,-0.0179356,0.025383,-0.074746,0.026483,-0.0747666,0.289263,-0.012579,-0.052419,-0.09276,3
20231012170332200 ,-0.078652,-0.0546059,-0.0179356,0.025383,-0.074746,0.027647,-0.0694261,0.291934,-0.013237,-0.047565,-0.09086,3
20231012170332200 ,-0.078652,-0.055256,-0.0179356,0.025383,-0.074746,0.027647,-0.0667559,0.294604,-0.012579,-0.042711,-0.08896,3
20231012170332200 ,-0.078652,-0.055256,-0.0179356,0.025383,-0.074746,0.027647,-0.0720964,0.299054,-0.013237,-0.042711,-0.08326,1
20231012170332200 ,-0.079355,-0.0546059,-0.0179356,0.025383,-0.074746,0.025318,-0.0747666,0.300834,-0.013896,-0.043682,-0.08136,2
20231012170332300 ,-0.080057,-0.0546059,-0.0172182,0.025383,-0.074746,0.024153,-0.0774369,0.299944,-0.013896,-0.044653,-0.07566,1
20231012170332300 ,-0.080057,-0.0546059,-0.0172182,0.025383,-0.074746,0.024153,-0.0774369,0.299944,-0.013896,-0.044653,-0.07566,1
20231012170332200 ,-0.080057,-0.0546059,-0.0172182,0.025383,-0.074746,0.022988,-0.0720964,0.299944,-0.013896,-0.044653,-0.07186,2
20231012170332300 ,-0.080057,-0.055256,-0.0172182,0.025383,-0.074746,0.022988,-0.0761017,0.299944,-0.013896,-0.044653,-0.06996,2
20231012170332300 ,-0.080759,-0.055256,-0.0172182,0.025383,-0.074746,0.020659,-0.0774369,0.300834,-0.013896,-0.042711,-0.06426,3
20231012170332300 ,-0.080759,-0.0546059,-0.0172182,0.025383,-0.074746,0.019494,-0.078772,0.298164,-0.009287,-0.039798,-0.05666,5
20231012170332300 ,-0.080759,-0.0539558,-0.0165008,0.025383,-0.074746,0.018329,-0.0747666,0.299944,-0.005995,-0.034944,-0.05286,6
20231012170332400 ,-0.080759,-0.0533058,-0.0165008,0.025383,-0.074746,0.018329,-0.0734315,0.298164,-0.005337,-0.035915,-0.05096,4
20231012170332400 ,-0.080759,-0.0526557,-0.0172182,0.025383,-0.074746,0.017164,-0.0747666,0.297274,-0.008629,-0.038828,-0.05096,3
20231012170332400 ,-0.080057,-0.0526557,-0.0172182,0.025383,-0.074746,0.015999,-0.0801071,0.296384,-0.012579,-0.04174,-0.05096,3
20231012170332400 ,-0.079355,-0.0526557,-0.0172182,0.027416,-0.076615,0.014835,-0.0827773,0.296384,-0.014554,-0.046594,-0.06996,3
20231012170332500 ,-0.080057,-0.0533058,-0.0165008,0.026399,-0.076615,0.01367,-0.0854476,0.296384,-0.014554,-0.048536,-0.08326,3
20231012170332500 ,-0.080759,-0.0533058,-0.0165008,0.027416,-0.076615,0.012505,-0.0867827,0.296384,-0.013237,-0.048536,-0.08706,3
20231012170332500 ,-0.080759,-0.0533058,-0.0186531,0.026399,-0.076615,0.012505,-0.0867827,0.296384,-0.011921,-0.042711,-0.09086,3
20231012170332500 ,-0.081461,-0.0533058,-0.0193705,0.027416,-0.080353,0.012505,-0.0894529,0.296384,-0.011262,-0.042711,-0.09276,3
20231012170332500 ,-0.081461,-0.0533058,-0.0193705,0.027416,-0.080353,0.012505,-0.0894529,0.296384,-0.011262,-0.042711,-0.09276,3
20231012170332600 ,-0.081461,-0.0533058,-0.0200879,0.027416,-0.076615,0.009011,-0.0921232,0.297274,-0.013237,-0.038828,-0.09276,3
20231012170332600 ,-0.081461,-0.0533058,-0.0193705,0.027416,-0.080353,0.007846,-0.0934583,0.298164,-0.013896,-0.035915,-0.09276,3
20231012170332600 ,-0.080759,-0.0533058,-0.0193705,0.027416,-0.080353,0.006681,-0.0894529,0.302614,-0.011262,-0.033973,-0.08516,3
20231012170332600 ,-0.080759,-0.0533058,-0.0186531,0.027416,-0.080353,0.005516,-0.0867827,0.306174,-0.009945,-0.040769,-0.09466,1
20231012170332700 ,-0.080057,-0.0526557,-0.0172182,0.027416,-0.078484,0.009011,-0.0867827,0.307954,-0.009287,-0.043682,-0.106054,0
20231012170332700 ,-0.080057,-0.0526557,-0.0165008,0.027416,-0.076615,0.010176,-0.090788,0.308844,-0.00797,-0.043682,-0.111753,0
20231012170332700 ,-0.080057,-0.0533058,-0.0179356,0.026399,-0.074746,0.009011,-0.0894529,0.303504,-0.009945,-0.039798,-0.09466,2
20231012170332700 ,-0.082164,-0.0546059,-0.0193705,0.025383,-0.076615,0.007846,-0.0881178,0.300834,-0.011262,-0.037857,-0.08706,4
20231012170332800 ,-0.082866,-0.055256,-0.0200879,0.024367,-0.076615,0.007846,-0.0774369,0.300834,-0.011921,-0.036886,-0.08326,5
20231012170332800 ,-0.082164,-0.0546059,-0.0186531,0.024367,-0.076615,0.007846,-0.0720964,0.300834,-0.011262,-0.036886,-0.07566,5
20231012170332800 ,-0.082164,-0.0539558,-0.0179356,0.024367,-0.076615,0.007846,-0.0774369,0.303504,-0.007312,-0.034944,-0.07186,2
20231012170332800 ,-0.082164,-0.0539558,-0.0179356,0.024367,-0.076615,0.007846,-0.0774369,0.303504,-0.007312,-0.034944,-0.07186,2
20231012170332900 ,-0.082164,-0.0539558,-0.0186531,0.026399,-0.076615,0.004352,-0.0801071,0.301724,-0.005337,-0.035915,-0.06996,1
20231012170332900 ,-0.082866,-0.0539558,-0.0193705,0.027416,-0.076615,0.002022,-0.0814422,0.307064,-0.001387,-0.035915,-0.08516,0
20231012170332900 ,-0.083568,-0.0539558,-0.0193705,0.027416,-0.076615,-0.000308,-0.0814422,0.304394,0.0005882,-0.035915,-0.09276,1
20231012170332900 ,-0.08427,-0.0539558,-0.0200879,0.027416,-0.076615,-0.001472,-0.0814422,0.303504,0.0012466,-0.04174,-0.09655,2
20231012170333000 ,-0.084972,-0.0539558,-0.0193705,0.027416,-0.076615,-0.002637,-0.0854476,0.302614,-0.008629,-0.044653,-0.09845,2
20231012170333000 ,-0.085675,-0.0539558,-0.0200879,0.026399,-0.076615,-0.002637,-0.0881178,0.302614,-0.013237,-0.045623,-0.09086,2
20231012170333000 ,-0.08427,-0.0546059,-0.0193705,0.026399,-0.078484,-0.002637,-0.0947934,0.302614,-0.011262,-0.04174,-0.08706,2
20231012170333000 ,-0.083568,-0.055256,-0.0200879,0.026399,-0.080353,-0.002637,-0.0921232,0.302614,-0.00797,-0.039798,-0.07946,2
20231012170333100 ,-0.08427,-0.0559061,-0.0208053,0.026399,-0.080353,-0.003802,-0.090788,0.305284,-0.00797,-0.038828,-0.07566,2
20231012170333100 ,-0.087079,-0.0578563,-0.0222402,0.026399,-0.080353,-0.004967,-0.090788,0.307954,-0.005995,-0.036886,-0.07186,4
20231012170333100 ,-0.087079,-0.0591564,-0.0229576,0.025383,-0.080353,-0.008461,-0.0867827,0.307954,-0.006654,-0.035915,-0.07376,5
20231012170333100 ,-0.087079,-0.0591564,-0.0229576,0.025383,-0.080353,-0.008461,-0.0867827,0.307954,-0.006654,-0.035915,-0.07376,5
20231012170333100 ,-0.087079,-0.0591564,-0.0229576,0.025383,-0.082222,-0.007296,-0.0854476,0.307954,-0.007312,-0.035915,-0.07566,5
20231012170333200 ,-0.087079,-0.0585063,-0.0229576,0.026399,-0.080353,-0.010791,-0.090788,0.304394,-0.008629,-0.034944,-0.08136,5
20231012170333200 ,-0.087079,-0.0572062,-0.0222402,0.026399,-0.078484,-0.008461,-0.0961285,0.302614,-0.009287,-0.037857,-0.08326,3
20231012170333200 ,-0.085675,-0.0565561,-0.0222402,0.027416,-0.078484,-0.008461,-0.0987988,0.304394,-0.008629,-0.035915,-0.06806,4
20231012170333200 ,-0.084972,-0.0559061,-0.0222402,0.027416,-0.076615,-0.004967,-0.0961285,0.307954,-0.00797,-0.033002,-0.05666,3
20231012170333300 ,-0.085675,-0.0559061,-0.0215228,0.027416,-0.078484,-0.007296,-0.0947934,0.312405,-0.005995,-0.03009,-0.05096,3
20231012170333300 ,-0.086377,-0.0559061,-0.0215228,0.026399,-0.080353,-0.011955,-0.0934583,0.316855,-0.004679,-0.028148,-0.04716,3
20231012170333300 ,-0.086377,-0.0559061,-0.0215228,0.026399,-0.080353,-0.014285,-0.090788,0.321305,-0.00402,-0.03009,-0.04906,4
20231012170333300 ,-0.087079,-0.055256,-0.0215228,0.026399,-0.080353,-0.020109,-0.0894529,0.326645,-0.003362,-0.031061,-0.05096,5
20231012170333300 ,-0.087079,-0.055256,-0.0215228,0.026399,-0.080353,-0.020109,-0.0894529,0.326645,-0.003362,-0.031061,-0.05096,5
20231012170333300 ,-0.087781,-0.0546059,-0.0215228,0.026399,-0.080353,-0.023603,-0.0894529,0.329315,-0.003362,-0.032032,-0.06046,2
20231012170333300 ,-0.088484,-0.0546059,-0.0215228,0.026399,-0.080353,-0.027098,-0.0841125,0.327535,-0.004679,-0.031061,-0.06616,1
20231012170333400 ,-0.088484,-0.0559061,-0.0222402,0.026399,-0.082222,-0.028262,-0.0814422,0.325755,-0.005337,-0.03009,-0.05666,3
20231012170333400 ,-0.088484,-0.0565561,-0.0229576,0.026399,-0.082222,-0.032922,-0.0894529,0.323085,-0.00797,-0.031061,-0.05096,4
20231012170333400 ,-0.088484,-0.0559061,-0.0229576,0.027416,-0.082222,-0.036416,-0.0934583,0.322195,-0.009287,-0.033973,-0.05286,4
20231012170333400 ,-0.089186,-0.0546059,-0.023675,0.028432,-0.084091,-0.038745,-0.0947934,0.329315,-0.009945,-0.035915,-0.06046,3
20231012170333500 ,-0.089888,-0.0539558,-0.023675,0.027416,-0.08596,-0.03991,-0.0894529,0.333766,-0.009287,-0.033002,-0.05856,3
20231012170333500 ,-0.089888,-0.0539558,-0.0243925,0.027416,-0.08596,-0.04224,-0.0974636,0.334656,-0.005337,-0.03009,-0.05286,3
20231012170333500 ,-0.09059,-0.0539558,-0.0251099,0.027416,-0.08596,-0.044569,-0.0921232,0.337326,-0.003362,-0.029119,-0.04716,4
20231012170333500 ,-0.091293,-0.0546059,-0.0258273,0.027416,-0.08596,-0.045734,-0.0987988,0.335546,-0.004679,-0.028148,-0.04336,5
20231012170333600 ,-0.091293,-0.055256,-0.0265447,0.027416,-0.089698,-0.048064,-0.0974636,0.331095,-0.005337,-0.028148,-0.06426,5
20231012170333600 ,-0.091293,-0.0565561,-0.0279796,0.027416,-0.093436,-0.048064,-0.105474,0.324865,-0.007312,-0.033973,-0.07756,3
20231012170333600 ,-0.093399,-0.0572062,-0.0301319,0.027416,-0.097174,-0.048064,-0.104139,0.321305,-0.006654,-0.038828,-0.08326,4
20231012170333600 ,-0.093399,-0.0572062,-0.0301319,0.027416,-0.097174,-0.048064,-0.104139,0.321305,-0.006654,-0.038828,-0.08326,4
20231012170333600 ,-0.095506,-0.0598065,-0.0330016,0.027416,-0.100912,-0.048064,-0.102804,0.319525,-0.008629,-0.040769,-0.08136,4
20231012170333700 ,-0.096911,-0.0611066,-0.0358713,0.028432,-0.102782,-0.049228,-0.100134,0.319525,-0.009287,-0.04174,-0.07566,5
20231012170333700 ,-0.097613,-0.0617567,-0.0373061,0.028432,-0.104651,-0.051558,-0.0987988,0.320415,-0.014554,-0.039798,-0.07376,4
20231012170333700 ,-0.098315,-0.0624068,-0.0380235,0.028432,-0.10652,-0.053888,-0.102804,0.320415,-0.017187,-0.038828,-0.08136,4
20231012170333700 ,-0.099017,-0.0624068,-0.038741,0.028432,-0.10652,-0.055052,-0.104139,0.320415,-0.018504,-0.039798,-0.08516,4
20231012170333800 ,-0.100422,-0.0624068,-0.0394584,0.029448,-0.10652,-0.055052,-0.105474,0.316855,-0.018504,-0.039798,-0.09276,4
20231012170333800 ,-0.101124,-0.0624068,-0.0394584,0.029448,-0.10652,-0.055052,-0.10948,0.315965,-0.018504,-0.039798,-0.09845,4
20231012170333800 ,-0.101826,-0.0637069,-0.0401758,0.032497,-0.10652,-0.056217,-0.0961285,0.315965,-0.018504,-0.039798,-0.100355,4
20231012170333800 ,-0.101826,-0.064357,-0.0401758,0.03453,-0.102782,-0.058547,-0.0961285,0.318635,-0.019821,-0.039798,-0.08706,4
